,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,NZDep2018
559,2,2.0,"46d Tohunga Crescent Parnell, Auckland",598.0,2100000,-36.858635,174.78779740000002,7005665,27,24,9,12,21,36,Parnell,135,5.0
560,4,2.0,"13 Taihiki Road Clarks Beach, Auckland",792.0,780000,-37.13667120000001,174.6983814,7010292,42,9,21,18,21,51,Clarks Beach,159,5.0
561,2,2.0,"20 Kennedy Point Road Surfdale, Auckland",959.0,1700000,-36.809948799999994,175.0220949,7003348,21,3,9,18,18,45,Surfdale,117,1.0
562,3,1.0,"70 Kiwi Esplanade Mangere Bridge, Auckland",756.0,1845000,-36.9412992,174.7691481,7007834,24,6,6,12,18,39,Mangere Bridge,102,4.0
563,5,3.0,"2 Seventh View Avenue Beachlands, Auckland",750.0,1250000,-36.8888495,174.9983924,7007052,126,51,66,72,42,48,Beachlands,402,1.0
564,1,1.0,"3 Miami Avenue Surfdale, Auckland",809.0,740000,-36.793135299999996,175.02600680000003,7003359,36,27,15,24,33,45,Surfdale,183,8.0
565,2,1.0,"1a Lannan Road Surfdale, Auckland",1421.0,860000,-36.789125899999995,175.02286030000002,7003357,33,18,27,15,30,39,Surfdale,165,4.0
566,3,2.0,"10 Goudie Road Helensville, Auckland",22240.0,1075000,-36.688849600000005,174.3881961,7001262,45,12,15,27,27,39,Helensville,165,3.0
567,4,2.0,"27 Scotts Road Manurewa, Auckland",809.0,680000,-37.0233245,174.9085721,7009888,57,30,18,18,18,15,Manurewa East,156,10.0
569,5,3.0,"349 Blind Bay Road Great Barrier Island, Auckland",3953.0,920000,-36.25789520000001,175.4364476,7001131,27,6,6,18,39,60,Great Barrier Island (Aotea Island),156,9.0
570,3,2.0,"5b Charlenne Close Ranui, Auckland",291.0,700000,-36.869014299999996,174.6066264,7003568,84,51,45,36,30,36,Ranui,279,7.0
571,4,1.0,"37a Earlsworth Road Mangere, Auckland",343.0,630000,-36.9673457,174.83407869999996,7008270,75,51,39,24,30,27,Mangere East,246,9.0
572,5,6.0,"259 St Heliers Bay Road St Heliers, Auckland",2268.0,6600000,-36.863925099999996,174.8532993,7006423,39,18,15,21,39,30,St Heliers,165,1.0
573,4,3.0,"35b Park Road Glenfield, Auckland",400.0,450000,-36.7912775,174.71894319999998,7002649,60,30,33,36,15,27,Glenfield,210,4.0
574,3,2.0,"Lot 3/16 Romney Place Manurewa, Auckland",200.0,570000,-37.019332,174.8739419,7009554,66,33,33,24,21,21,Manurewa,198,10.0
575,3,1.0,"22 Ivon Road Otara, Auckland",739.0,540000,-36.9655974,174.8862086,7008860,69,45,30,24,15,30,Otara,219,9.0
576,2,1.0,"3/1 Plunket Avenue Papatoetoe, Auckland",61.0,480000,-36.987429299999995,174.8611939,7009439,39,30,30,18,24,15,Papatoetoe,159,8.0
577,4,3.0,"300a Kohimarama Road Kohimarama, Auckland",601.0,1850000,-36.8643558,174.8439233,7006309,63,24,27,42,39,42,St Heliers,240,2.0
578,3,2.0,"29 Marau Crescent Mission Bay, Auckland",171.0,2250000,-36.8493717,174.8326149,7006272,18,12,9,9,21,51,Mission Bay,117,1.0
579,5,3.0,"31 Marau Crescent Mission Bay, Auckland",283.0,2600000,-36.8493109,174.8328969,7006272,18,12,9,9,21,51,Mission Bay,117,1.0
580,5,3.0,"Dairy Flat  Rodney  0794 Dairy Flat, Auckland",323.0,2100000,-36.6664831,174.6389587,7001769,39,21,18,30,24,30,Dairy Flat,162,3.0
581,4,3.0,"11 Musson Drive Waiheke Island, Auckland",240.0,1975000,-36.811543799999995,175.0832685,7003389,30,9,18,27,39,42,Waiheke Island,168,4.0
582,4,5.0,"379a Gordons Road Waiheke Island, Auckland",641.0,6400000,-36.8290569,175.0742834,7003389,30,9,18,27,39,42,Waiheke Island,168,4.0
583,2,1.0,"22 Ridge Road Oneroa, Auckland",922.0,960000,-36.7854027,175.0075094,7003340,39,18,33,30,48,63,Oneroa,234,6.0
584,3,1.0,"12 Roseman Avenue Mount Roskill, Auckland",792.0,1105000,-36.913748999999996,174.7353069,7007657,63,42,30,21,24,24,Mount Roskill,207,10.0
585,5,2.0,"55 Edgewater Parade Waiuku, Auckland",679.0,690000,-37.2437086,174.7273132,7010407,36,15,21,21,21,36,Waiuku,150,5.0
586,2,1.0,"4/166 Puhinui Road Papatoetoe, Auckland",67.0,530000,-36.9878469,174.8600802,7009438,36,27,24,15,21,12,Papatoetoe,135,8.0
587,4,1.0,"24 Bates Road Papakura, Auckland",1222.0,610000,-37.0675883,174.9563647,7010200,81,30,12,18,18,9,Papakura,171,10.0
588,6,3.0,"28 Westerley Place Long Bay, Auckland",708.0,1625000,-36.691770700000006,174.74277450000002,7001930,78,48,54,39,36,45,Long Bay,297,3.0
589,4,2.0,"Lot 2/44 Earlsworth Road Mangere, Auckland",313.0,1325000,-36.9676691,174.8347424,7008271,87,39,54,33,30,30,Mangere East,273,9.0
590,7,3.0,"70 Waldorf Crescent Orewa, Auckland",1276.0,2100000,-36.580704,174.6770554,7001431,42,30,9,24,30,42,Orewa,177,2.0
591,6,4.0,"410 Pukapuka Road Mahurangi, Auckland",607.0,6200000,-36.4745734,174.69341519999998,7001299,27,15,15,21,27,33,Pohuehue,135,5.0
592,2,2.0,"Parnell  Auckland City  1052 Parnell, Auckland",598.0,2025000,-36.8590062,174.7829378,7005692,18,21,24,15,15,27,Parnell,126,4.0
593,6,4.0,"64 Okura River Road Okura, Auckland",384.0,5700000,-36.67639929999999,174.7214825,7001866,15,6,12,3,15,6,Okura,60,2.0
594,3,1.0,"Lot 2/80 Reelick Avenue Pakuranga, Auckland",570.0,1950000,-36.9158546,174.89576530000002,7006765,42,15,27,21,15,27,Pakuranga Heights,147,3.0
595,5,3.0,"15a Wilmay Avenue Papatoetoe, Auckland",252.0,930000,-36.97586389999999,174.8577844,7008548,30,60,24,12,12,18,Papatoetoe,156,6.0
596,3,3.0,"9a Luplau Crescent Cockle Bay, Auckland",1024.0,1300000,-36.8954544,174.93952990000003,7006998,36,9,12,18,21,36,Cockle Bay,135,4.0
597,1,1.0,"841 Beach Road Browns Bay, Auckland",675.0,970000,-36.710444700000004,174.7455523,7002061,27,27,21,15,42,60,Browns Bay,195,4.0
598,4,2.0,"109 Luckens Road West Harbour, Auckland",726.0,1100000,-36.8204815,174.6343895,7003913,57,27,27,18,21,18,West Harbour,171,7.0
599,4,2.0,"143 Annett Road Kumeu, Auckland",244.0,1625000,-36.801925,174.49926159999998,7002160,48,12,12,24,39,30,Kumeu,162,4.0
600,3,1.0,"3a Farrelly Avenue Mount Roskill, Auckland",100.0,880000,-36.902310799999995,174.72873140000002,7004832,36,30,15,12,24,12,Wesley,123,10.0
601,3,1.0,"777 Sandringham Rd Extension, Auckland",961.0,1725000,-36.9016281,174.7299846,7004832,36,30,15,12,24,12,Wesley,123,10.0
602,4,3.0,"34 Cliff Road Torbay, Auckland",1265.0,4110000,-36.693217499999996,174.7575555,7002104,30,24,12,18,36,54,Torbay,174,1.0
603,2,1.0,"81 Goodall Street Hillsborough, Auckland",1738.0,1400000,-36.928577399999995,174.7582314,7007781,45,21,18,18,27,36,Hillsborough,165,2.0
604,3,2.0,"29a Combes Road Remuera, Auckland",236.0,1550000,-36.873544200000005,174.801453,7005847,27,33,24,18,27,18,Remuera,156,3.0
605,3,2.0,"64a Christmas Road Manurewa, Auckland",260.0,610000,-37.0300709,174.8998782,7009802,60,48,33,27,21,18,Manurewa,216,9.0
606,3,1.0,"28 Frank Street Oneroa, Auckland",1151.0,920000,-36.785718200000005,175.0278159,7003353,30,30,30,33,21,45,Oneroa,189,4.0
607,4,3.0,"Lot 4/2 Wyman Place Pakuranga, Auckland",163.0,645000,-36.9081354,174.8899885,7008790,54,36,33,18,18,15,Pakuranga Heights,174,5.0
608,3,2.0,"69 Wainui Road Silverdale, Auckland",532.0,1300000,-36.6150797,174.67503080000003,7001459,0,0,0,0,0,0,Silverdale,21,8.0
609,4,2.0,"122 Pulham Road Warkworth, Auckland",1513.0,890000,-36.409687,174.6729053,7001308,42,15,9,21,15,27,Warkworth,132,1.0
610,2,1.0,"114 Trig Hill Road Onetangi, Auckland",806.0,580000,-36.798819200000004,175.0872079,7003394,42,9,18,21,27,42,Onetangi,156,6.0
611,17,8.0,"Sandringham  Auckland City  1025 Sandringham, Auckland",1596.0,760000,-36.8836131,174.7388892,7004981,21,21,18,21,9,12,Sandringham,111,6.0
612,4,2.0,"5 Henderson Valley Road Henderson Valley, Auckland",1143.0,875000,-36.88003629999999,174.6284291,7003883,36,15,21,15,24,30,Henderson,132,9.0
613,5,3.0,"1/79 Russell Road Manurewa, Auckland",253.0,890000,-37.020952799999996,174.8830479,7009650,87,48,36,24,27,15,Manurewa,234,9.0
614,2,1.0,"5/80 Awaroa Road Sunnyvale, Auckland",70.0,815000,-36.8960262,174.6410939,7004018,57,36,39,21,24,24,Sunnyvale,204,8.0
615,4,3.0,"9 Toru Street Te Atatu Peninsula, Auckland",812.0,1484100,-36.85290139999999,174.6487203,7004092,42,24,24,21,18,9,Te Atatu Peninsula,138,7.0
616,8,4.0,"145 Bombay Road Bombay, Auckland",2362.0,1825000,-37.1861371,174.9915621,7010377,51,9,18,36,27,42,Bombay,183,1.0
617,1,1.0,"14a Kea Place Mangere Bridge, Auckland",449.0,570000,-36.949429200000004,174.7751889,7007849,45,18,21,24,24,39,Mangere Bridge,165,6.0
618,4,4.0,"14b Kea Place Mangere Bridge, Auckland",460.0,1325000,-36.949429200000004,174.7751889,7007849,45,18,21,24,24,39,Mangere Bridge,165,6.0
619,4,2.0,"Lot 1/71a () Russell Road Manurewa, Auckland",466.0,1975000,-37.021203,174.8829829,7009561,69,39,45,33,21,39,Manurewa,252,9.0
620,2,1.0,"32a Fairlands Avenue Waterview, Auckland",105.0,990000,-36.883895,174.6970967,7004381,39,42,30,24,21,21,Waterview,180,4.0
621,4,1.0,"9 Peace Avenue Mount Wellington, Auckland",1088.0,810000,-36.9268505,174.8554719,7008455,42,30,15,21,15,27,Mount Wellington,153,10.0
622,3,2.0,"19 Tawa Road Te Atatu Peninsula, Auckland",170.0,670000,-36.8276749,174.64436469999998,7004043,60,33,33,30,30,30,Te Atatu Peninsula,219,5.0
623,3,1.0,"6 Portage Road Papatoetoe, Auckland",1012.0,820000,-36.9706356,174.84338400000001,7008406,102,63,36,18,21,21,Papatoetoe,255,9.0
624,4,1.0,"2 Reding Street Takanini, Auckland",948.0,740000,-37.038321100000005,174.9206959,7009969,78,51,42,18,18,15,Takanini,219,9.0
625,4,3.0,"3/13 Trimmer Terrace Papatoetoe, Auckland",178.0,770000,-36.9708905,174.8513235,7008524,33,27,18,15,18,12,Papatoetoe,129,7.0
626,4,2.0,"165 Mill Road Bombay, Auckland",230.0,2050000,-37.1925446,174.9757129,7010369,45,21,12,21,39,21,Bombay,153,2.0
627,3,2.0,"25 Ocean View Crescent Rakino Island, Auckland",1366.0,270000,-36.7195924,174.94956340000002,7001354,0,0,0,0,0,6,Rakino Island,27,6.0
628,2,1.0,"2/66 South Pacific Road Rakino Island, Auckland",40.0,3250000,-36.7196717,174.9515235,7001354,0,0,0,0,0,6,Rakino Island,27,6.0
629,3,2.0,"Lot 4 Hillcrest Heights Orewa, Auckland",184.0,920000,-36.5717005,174.6921667,7001471,45,27,12,39,42,57,Hatfields Beach,228,2.0
630,4,3.0,"Lot 10 Hillcrest Heights Orewa, Auckland",188.0,1275000,-36.572094,174.69151000000002,7001471,45,27,12,39,42,57,Hatfields Beach,228,2.0
631,5,1.0,"6 Regent  Street Papatoetoe, Auckland",1429.0,1355000,-36.9783779,174.87017790000002,7008654,54,36,33,21,12,24,Papatoetoe,180,8.0
632,3,2.0,"2/29 Jane Cowie Avenue Otahuhu, Auckland",57.0,530000,-36.956313200000004,174.8457959,7008385,66,42,39,15,12,12,Otahuhu,189,9.0
633,2,1.0,"94 Hunterville Road Orapiu, Auckland",1040.0,1080000,-36.8019237,175.1080146,7003396,24,3,6,12,27,27,Waiheke Island,111,5.0
634,4,3.0,"12 Royalty Rise Mt Eden, Auckland",343.0,830000,-36.60987670000001,174.7026638,7001550,48,15,15,27,27,69,Red Beach,195,2.0
635,5,2.0,"66 Sample Road Auckland Central, Auckland",11000.0,1080000,-36.8484597,174.7633315,7005277,15,63,36,6,12,0,Auckland Central,138,8.0
636,4,2.0,"18 Riserra Drive Ranui, Auckland",396.0,545000,-36.864999299999994,174.6118191,7003697,36,33,12,27,18,15,Ranui,144,9.0
637,6,3.0,"4 Puketaha Road Swanson, Auckland",809.0,910000,-36.8705171,174.55521930000003,7003433,33,24,24,18,36,15,Swanson,144,1.0
638,2,1.0,"4/66 Huia Road Papatoetoe, Auckland",70.0,500000,-36.970710700000005,174.86786519999998,7008631,15,30,21,9,18,15,Papatoetoe,111,9.0
639,6,4.0,"35 Eynsham Court Dannemora, Auckland",1201.0,2550000,-36.9303095,174.9267783,7009277,57,24,21,24,48,51,Dannemora,222,1.0
640,5,4.0,"Lot 238/30 Bearing Parade Long Bay, Auckland",450.0,1775000,-36.688455100000006,174.7460598,7002019,24,6,12,15,6,3,Long Bay,69,3.0
641,5,4.0,"19 Buckleys Track Paremoremo, Auckland",9107.0,2400000,-36.7700201,174.6594109,7001795,36,9,12,15,21,21,Paremoremo,120,2.0
642,2,1.0,"3 Matai Road Oneroa, Auckland",809.0,1120000,-36.7859279,175.0117572,7003343,27,18,30,24,12,21,Oneroa,126,3.0
643,5,3.0,"71a Russell Road (lot 3) Manurewa, Auckland",394.0,560000,-37.024879299999995,174.893116,7009785,30,24,12,24,18,39,Manurewa,144,9.0
644,4,3.0,"9 Cooperage Avenue Huapai, Auckland",493.0,500000,-36.772106,174.5442431,7002186,27,27,30,15,18,21,Huapai,138,4.0
645,5,3.0,"39a Victoria Avenue Remuera, Auckland",305.0,2350000,-36.8781069,174.7990534,7005849,54,9,9,33,27,75,Remuera,201,1.0
646,4,3.0,"33 Woodward Avenue Mangere Bridge, Auckland",342.0,1500000,-36.944577100000004,174.7855209,7007919,63,27,24,27,27,39,Mangere Bridge,207,6.0
647,5,3.0,"10 Nanleen Rise The Gardens, Auckland",411.0,500000,-37.0152994,174.9106502,7009853,33,18,27,18,24,39,Manurewa,165,3.0
648,5,3.0,"2 Nanleen Rise The Gardens, Auckland",491.0,520000,-37.0152994,174.9106502,7009853,33,18,27,18,24,39,Manurewa,165,3.0
649,2,1.0,"1a Anzac Road Orapiu, Auckland",1070.0,790000,-36.8423596,175.14598180000002,7003397,12,0,6,18,24,36,Waiheke Island,99,4.0
650,4,3.0,"9 Laingfield Terrace Laingholm, Auckland",4019.0,1320000,-36.9599266,174.62746769999998,7007159,48,12,12,27,27,30,Laingholm,159,2.0
651,4,1.0,"30 Girrahween Drive Totara Vale, Auckland",1115.0,1155000,-36.764640500000006,174.7228284,7002731,24,9,18,15,6,18,Totara Vale,99,3.0
652,5,4.0,"11 Millcroft Lane Ranui, Auckland",358.0,900000,-36.872083700000005,174.60459980000002,7003572,63,33,63,24,33,18,Ranui,234,5.0
653,6,2.0,"78 Helvetia Road Pukekohe, Auckland",741.0,620000,-37.1974973,174.88973430000001,7010481,57,36,15,18,6,18,Pukekohe,153,8.0
654,3,1.0,"1 Alaina Place Tuakau, Auckland",690.0,500000,-37.2593705,174.9463977,7011005,21,9,3,3,6,9,Tuakau,39,9.0
655,4,1.0,"2 Alaina Place Tuakau, Auckland",548.0,460000,-37.2593705,174.9463977,7011005,21,9,3,3,6,9,Tuakau,39,9.0
656,4,2.0,"16 Rodeo Drive Redvale, Auckland",10000.0,1875000,-36.6849893,174.7068034,7001835,39,15,18,21,21,15,Redvale,126,2.0
657,6,5.0,"47 Island View Drive Gulf Harbour, Auckland",1083.0,2900000,-36.6159283,174.8048677,7001717,54,18,12,27,33,39,Gulf Harbour,177,2.0
658,2,1.0,"235 Ocean View Road Oneroa, Auckland",3488.0,650000,-36.7864177,175.0220042,7003342,24,24,21,39,27,39,Oneroa,180,5.0
659,2,2.0,"27 Hekerua Road Oneroa, Auckland",1161.0,1200000,-36.7846297,175.0256175,7003342,24,24,21,39,27,39,Oneroa,180,5.0
660,5,3.0,"8 Bougainvillaea Terrace Manukau, Auckland",560.0,980000,-36.996419,174.900078,7009739,27,36,15,15,30,33,Goodwood Heights,162,5.0
661,6,4.0,"1 Michael Bosher Way Flat Bush, Auckland",5024.0,2350000,-36.9856753,174.9475179,7009346,90,42,27,45,75,45,Flat Bush,321,2.0
662,3,1.0,"358 Mangawhai Road Wellsford, Auckland",15550.0,550000,-36.2287416,174.5458102,7001139,48,30,21,21,33,45,Wellsford,195,5.0
663,4,3.0,"Lot 2/31 Bolton Street Blockhouse Bay, Auckland",327.0,2200000,-36.9184693,174.6983382,7007478,39,33,24,24,33,63,Blockhouse Bay,219,3.0
664,3,2.0,"4 Trimaran Drive Gulf Harbour, Auckland",151.0,510000,-36.61762879999999,174.7935301,7001696,72,21,30,60,33,45,Gulf Harbour,258,3.0
665,2,1.0,"604/19 Anzac Avenue Auckland Central, Auckland",56.0,460000,-36.8462653,174.7712726,7005510,24,96,51,18,18,27,Auckland Central,234,7.0
666,3,2.0,"17 Kanuka Road Hobsonville, Auckland",259.0,920000,-36.7937824,174.6609445,7002295,45,24,48,15,6,12,Hobsonville,147,2.0
667,5,3.0,"13 Kaurimu Rise Titirangi, Auckland",985.0,1430000,-36.9321759,174.64532580000002,7007268,51,15,27,27,24,24,Titirangi,177,3.0
668,5,3.0,"66 Moyrus Crescent East Tamaki, Auckland",804.0,2000000,-36.9393167,174.9237217,7009186,168,66,72,69,90,84,East Tamaki Heights,543,1.0
669,4,2.0,"5 Piccolo Court Kumeu, Auckland",400.0,860000,-36.7633771,174.5496311,7002191,54,21,24,30,24,36,Kumeu,189,3.0
670,3,1.0,"47 Simkin Avenue St Johns, Auckland",696.0,980000,-36.874750299999995,174.8437367,7006325,45,51,33,27,24,36,Saint Johns,210,8.0
671,4,3.0,"54a Codrington Crescent Mission Bay, Auckland",1459.0,3175000,-36.85577429999999,174.83238469999998,7006173,39,15,12,18,21,36,Mission Bay,147,1.0
672,5,3.0,"45 Taunton Terrace Blockhouse Bay, Auckland",305.0,2025000,-36.9316491,174.6961315,7007500,33,18,24,15,21,39,Blockhouse Bay,153,5.0
673,3,2.0,"30b Rangiatea Road Epsom, Auckland",142.0,1550000,-36.8949982,174.7707909,7005621,48,30,27,33,27,21,Epsom,192,4.0
674,4,3.0,"33 Bayvista Drive Karaka, Auckland",741.0,1700000,-37.083594,174.91935159999997,7010004,102,33,54,60,48,36,Karaka,333,1.0
675,5,3.0,"28 Bayvista Drive Karaka, Auckland",553.0,1425000,-37.083399299999996,174.920226,7010004,102,33,54,60,48,36,Karaka,333,1.0
676,2,1.0,"2/12 Blueridge Close Sunnyvale, Auckland",70.0,505000,-36.89307279999999,174.63626090000002,7004016,60,30,33,24,21,39,Sunnyvale,201,9.0
677,3,1.0,"434 Porchester Road Randwick Park, Auckland",859.0,560000,-37.026097,174.92365700000002,7009960,108,48,54,30,27,48,Randwick Park,309,9.0
678,3,2.0,"2/183 Jervois Road Herne Bay, Auckland",195.0,1825000,-36.8459057,174.7333068,7004875,15,21,27,24,27,66,Herne Bay,174,3.0
679,4,3.0,"7a Auckland Road St Heliers, Auckland",305.0,2850000,-36.8517202,174.8523981,7006411,30,15,15,18,27,75,St Heliers,174,3.0
680,4,2.0,"2 Totara Haeata Lane Flat Bush, Auckland",155.0,3375000,-36.983582500000004,174.9092662,7009103,99,84,90,30,18,18,Flat Bush,336,6.0
681,4,2.0,"8 Totara Haeata Lane Flat Bush, Auckland",183.0,810000,-36.983582500000004,174.9092662,7009103,99,84,90,30,18,18,Flat Bush,336,6.0
682,2,1.0,"65 Glen Brook Road Omiha, Auckland",830.0,850000,-36.8154295,175.0615949,7003383,42,15,21,33,36,60,Omiha,216,7.0
683,4,2.0,"21 Gavinike Place Waimauku, Auckland",1507.0,1200000,-36.7715362,174.4831794,7002146,39,9,33,18,21,24,Waimauku,141,1.0
684,4,2.0,"3/23 Waiatarua Road Remuera, Auckland",194.0,1425000,-36.8754454,174.8215719,7006074,78,15,24,51,27,21,Remuera,207,2.0
685,4,2.0,"19 Mataoho Lane Mangere, Auckland",505.0,790000,-36.964149600000006,174.8227791,7008184,165,60,66,45,39,39,Mangere East,420,10.0
686,4,2.0,"242 Jones Road Hunua, Auckland",213.0,1050000,-37.07142,175.03724259999998,7010278,39,15,18,24,33,21,Hunua,144,3.0
687,4,2.0,"116 Simmental Crescent Somerville, Auckland",619.0,1325000,-36.9172991,174.93491219999999,7009262,30,12,15,15,15,33,Somerville,120,2.0
688,4,2.0,"3 Bledisloe Street Cockle Bay, Auckland",822.0,970000,-36.905038,174.9367021,7007012,60,18,27,33,9,15,Cockle Bay,168,2.0
689,4,2.0,"72a Anzac Road Pukekohe, Auckland",505.0,980000,-37.2216763,174.8968726,7010517,51,21,27,24,30,54,Pukekohe,204,4.0
690,3,2.0,"17 Old Wairoa Road Papakura, Auckland",350.0,710000,-37.05657,174.94405759999998,7010105,63,24,42,18,21,33,Papakura,201,8.0
691,5,3.0,"102b Mellons Bay Road Mellons Bay, Auckland",751.0,2100000,-36.8878635,174.93162780000003,7006938,54,21,18,33,36,42,Mellons Bay,207,2.0
692,4,2.0,"18b Vardon Road Green Bay, Auckland",542.0,1175000,-36.932101200000005,174.68015659999998,7007452,42,15,15,21,21,27,Green Bay,144,6.0
693,7,2.0,"12 Waima Street Grey Lynn, Auckland",357.0,1120000,-36.8635176,174.7506549,7005119,15,48,45,9,9,12,Grey Lynn,141,4.0
694,4,3.0,"12 Monmouth Street, Auckland",334.0,1700000,-36.862700200000006,174.7505971,7005119,15,48,45,9,9,12,Grey Lynn,141,4.0
695,5,4.0,"58a Reelick Avenue Pakuranga, Auckland",376.0,1800000,-36.915095,174.8971716,7006764,51,24,30,27,9,33,Pakuranga Heights,174,7.0
696,5,3.0,"5/48 Mays Road Onehunga, Auckland",287.0,1175000,-36.9170093,174.79789230000003,7007984,30,15,21,9,15,15,Onehunga,108,9.0
697,5,2.0,"4/48 Mays Road, Auckland",292.0,1175000,-36.9170093,174.79789230000003,7007984,30,15,21,9,15,15,Onehunga,108,9.0
698,3,2.0,"8 Rostrevor Avenue Epsom, Auckland",121.0,1600000,-36.903153,174.7682399,7005476,30,18,9,24,18,18,Epsom,123,5.0
699,3,1.0,"105 Waitakere Road Waitakere, Auckland",911.0,960000,-36.8527977,174.54429869999998,7003424,78,39,33,45,24,12,Waitakere,231,4.0
700,4,1.0,"158 Wordsworth Road Manurewa, Auckland",607.0,570000,-37.0246359,174.8718344,7009576,78,30,24,24,21,21,Manurewa,198,10.0
701,4,2.0,"64a Haseler Crescent Mellons Bay, Auckland",800.0,1550000,-36.886546200000005,174.9237292,7006896,54,27,18,21,54,54,Howick,231,4.0
702,3,1.0,"192 Kitchener Road Pukekohe, Auckland",1095.0,860000,-37.2182453,174.895161,7010516,33,18,18,21,33,39,Pukekohe,171,3.0
703,5,2.0,"13 Tampin Road Hill Park, Auckland",900.0,840000,-37.0117347,174.89435980000002,7009765,60,36,39,24,30,18,Manurewa,207,8.0
704,5,4.0,"43 Riverlea Avenue Pakuranga, Auckland",1298.0,2750000,-36.9079754,174.8636067,7006614,45,15,27,24,30,72,Pakuranga,213,2.0
705,4,2.0,"13 Siena Place Te Atatu Peninsula, Auckland",509.0,1080000,-36.8443017,174.6548741,7004212,27,15,24,21,27,24,Te Atatu Peninsula,144,3.0
706,3,2.0,"3/28 Ireland Road Panmure, Auckland",604.0,1000000,-36.900176,174.8490858,7006464,24,39,24,12,12,27,Mount Wellington,141,7.0
707,3,2.0,"41 Sanremo Lane Stanmore Bay, Auckland",347.0,770000,-36.633540100000005,174.7350362,7001648,24,24,12,30,27,27,Stanmore Bay,156,7.0
708,2,2.0,"21a Madill Street Tuakau, Auckland",362.0,580000,-37.260459399999995,174.9502378,7011006,69,18,33,30,24,45,Tuakau,213,10.0
709,3,2.0,"125 Charles Prevost Drive The Gardens, Auckland",752.0,890000,-37.0037766,174.9192676,7009935,63,21,21,45,36,57,The Gardens,246,1.0
710,4,3.0,"160 Hutchinson Avenue New Lynn, Auckland",362.0,1105000,-36.921209399999995,174.673548,7007379,36,30,36,24,24,24,New Lynn,171,4.0
711,2,1.0,"8b Budgen Street Mount Roskill, Auckland",73.0,620000,-36.9237379,174.7333768,7007621,24,36,15,24,18,21,Mount Roskill,138,6.0
712,3,1.0,"13 La Perouse Street Botany Downs, Auckland",713.0,940000,-36.907574,174.9217784,7009119,78,39,27,48,45,39,Botany Downs,282,5.0
713,2,1.0,"403/17 Putney Way Manukau, Auckland",43.0,380000,-36.9930125,174.87844990000002,7008786,21,39,36,24,21,24,Manukau,168,8.0
714,2,1.0,"605/17 Putney Way Manukau, Auckland",45.0,385000,-36.9930125,174.87844990000002,7008786,21,39,36,24,21,24,Manukau,168,8.0
715,5,2.0,"22 Pinedale Place Henderson, Auckland",665.0,880000,-36.8687518,174.62545749999998,7003863,54,33,30,27,30,39,Henderson,210,9.0
716,2,1.0,"81 Maungarei Road Remuera, Auckland",221.0,840000,-36.885465,174.816169,7006100,39,24,27,27,18,39,Remuera,174,5.0
717,8,5.0,"125 Thomas Road Flat Bush, Auckland",378.0,1360000,-36.985085999999995,174.91392380000002,7009108,18,18,12,15,18,18,Flat Bush,99,6.0
718,5,3.0,"23 Onemana Way Te Atatu Peninsula, Auckland",664.0,1790000,-36.838611900000004,174.66054630000002,7004208,33,18,15,9,24,27,Te Atatu Peninsula,120,3.0
719,4,2.0,"28a Hoskins Avenue Hillsborough, Auckland",906.0,1125000,-36.929367600000006,174.7568343,7007737,30,18,12,24,21,12,Hillsborough,129,2.0
720,3,2.0,"11a Dell Avenue Remuera, Auckland",397.0,1875000,-36.8712071,174.8066445,7005976,42,15,21,24,33,36,Remuera,180,2.0
721,3,1.0,"108 Riversdale Road Avondale, Auckland",470.0,725000,-36.895174600000004,174.6804551,7004343,66,42,39,36,18,21,Avondale,225,8.0
722,3,2.0,"10 Davington Way Burswood, Auckland",562.0,1025000,-36.922313700000004,174.8937192,7008926,63,51,57,39,45,78,Burswood,336,4.0
723,5,3.0,"129 Point View Drive East Tamaki, Auckland",5340.0,1875000,-36.9455156,174.92614790000002,7006957,45,27,21,24,24,39,East Tamaki Heights,186,3.0
724,5,3.0,"19 Murrayfield Lane The Gardens, Auckland",507.0,910000,-37.011177200000006,174.91711980000002,7009944,60,24,33,27,21,18,Manurewa,186,3.0
725,4,2.0,"8 Murrayfield Lane The Gardens, Auckland",403.0,860000,-37.0107023,174.9174573,7009944,60,24,33,27,21,18,Manurewa,186,3.0
726,5,2.0,"3 Fishermans Cove Army Bay, Auckland",605.0,1150000,-36.6045094,174.7932875,7001682,45,24,18,33,27,48,Army Bay,189,3.0
727,4,3.0,"6 Deepak Lane Papatoetoe, Auckland",184.0,860000,-36.975556,174.836166,7008313,57,45,33,24,24,24,Papatoetoe,207,7.0
728,3,1.0,"22 Rivendell Place Warkworth, Auckland",714.0,770000,-36.401192200000004,174.6712341,7001301,6,12,6,9,12,72,Warkworth,120,8.0
729,3,1.0,"39a Goodwin Drive Rosehill, Auckland",492.0,600000,-37.083348799999996,174.9381973,7010086,54,27,27,30,12,21,Rosehill,174,9.0
730,2,1.0,"6/17 Waitangi Road Onehunga, Auckland",82.0,530000,-36.9133821,174.80134980000003,7008075,69,30,36,30,18,24,Onehunga,210,9.0
731,2,2.0,"8 Omanawa Lane Great Barrier Island, Auckland",8638.0,650000,-36.305955,175.4924245,7001135,30,21,21,21,39,69,Great Barrier Island (Aotea Island),201,9.0
